26	25	62	92	209	325	1534	2199	2934
25	24	57	85	196	337	2242	3467	4758
29	28	70	104	235	387	2753	4199	5531
25	24	59	86	197	316	2189	3319	4471
24	22	48	71	154	249	1580	2296	3047
26	24	57	84	188	305	1870	2582	3249
24	23	59	89	205	339	2198	3130	4126
19	18	31	43	88	147	1292	2163	3142
26	27	66	105	256	428	3190	4979	6474
32	31	85	136	346	577	4593	6103	7434
23	23	54	84	212	389	3590	5677	7295
24	23	55	83	208	374	3084	4699	6267
23	23	55	89	236	435	3378	5321	6940
25	24	62	100	255	457	4021	6045	8931
25	24	61	101	274	502	4121	6620	9322
27	23	58	99	298	543	4241	6701	8479
24	23	58	97	290	544	4360	6671	9010
23	22	50	79	223	428	3713	5852	8009
27	21	71	121	329	601	3782	5455	7417
24	19	53	84	240	446	3830	6059	7798
27	20	68	113	346	652	4792	7397	9787
27	20	63	102	302	580	4643	6355	8083
23	18	48	72	196	367	3205	4457	5786
34	25	51	82	246	459	3690	4902	6446
27	20	74	97	236	388	1924	2421	2898
21	17	37	44	99	165	1020	1795	1675
20	17	32	42	92	152	934	1284	1741
77	19	40	60	157	287	1927	2535	3150
29	19	35	50	132	242	2008	2738	3479
24	22	44	66	166	289	2040	2603	3227
24	21	39	54	126	202	1169	1528	1953
24	20	40	54	126	204	1213	1629	2144
21	17	30	36	67	91	266	295	340
21	17	33	50	120	211	1366	1986	2719
23	19	41	60	152	255	1585	2265	2998
21	19	33	47	113	190	1318	1895	2531
