316	1932	2773	3895	5192	7702	8316
226	1497	2284	3269	4446	7117	7046
246	1467	1880	2578	3410	5780	5228
120	759	1237	1601	2057	4956	5219
217	925	1251	1770	2247	5290	5437
179	860	1291	1611	2335	5300	4418
155	1491	2235	3057	4332	6300	7063
83	1004	1382	2373	3555	7044	7170
111	990	1369	1925	2795	6565	6577
71	528	962	1324	1848	6157	6665
61	616	961	1745	2237	6816	6896
162	1280	2035	2878	4144	6669	6862
172	1370	2052	2898	3809	7390	7438
104	1250	1491	2446	3524	7793	7801
151	1100	1724	2500	3636	9042	8862
124	878	1317	1948	2960	6911	6345
123	739	1294	1614	2266	5433	6924
127	1150	1673	2394	3290	5817	5676
198	2218	3110	4770	5883	5069	4579
219	2368	3382	5534	6452	5754	6098
220	2158	3394	4928	5997	7009	7568
117	1333	2097	2987	5131	5385	4177
143	1447	2357	3458	5501	5959	6476
366	2291	3582	4787	5593	8293	3807
82	774	1472	2299	4098	7966	7379
133	1290	2202	3579	5482	4941	5418
91	1362	2141	2973	4846	6811	3094
107	972	1455	2335	3664	5262	3892
81	611	955	1694	2428	5811	5464
110	1055	1632	2695	4396	4844	6113
230	1668	2617	4049	5919	5476	4106
83	837	1350	1780	2618	6438	4915
60	712	1071	1780	2790	4922	4451
65	290	472	662	890	2112	2718
122	383	563	870	1369	2887	3624
131	573	708	1070	1313	2439	3322
						
						
						
